timestamp,open,high,low,close,volume,instrument
2026-01-05 09:51:00,51806.80,51891.65,51747.55,51792.90,325867,BANK NIFTY
2026-01-05 09:52:00,51792.90,51820.55,51704.30,51764.70,194507,BANK NIFTY
2026-01-05 09:53:00,51764.70,51765.85,51605.45,51666.20,385520,BANK NIFTY
2026-01-05 09:54:00,51666.20,51698.95,51643.20,51648.35,248043,BANK NIFTY
2026-01-05 09:55:00,51648.35,51655.75,51574.70,51654.35,280903,BANK NIFTY
2026-01-05 09:56:00,51654.35,51746.75,51642.60,51745.80,247448,BANK NIFTY
2026-01-05 09:57:00,51745.80,51903.30,51671.75,51816.30,168602,BANK NIFTY
2026-01-05 09:58:00,51816.30,51914.50,51812.75,51828.45,243123,BANK NIFTY
2026-01-05 09:59:00,51828.45,51913.75,51731.60,51806.15,417909,BANK NIFTY
2026-01-05 10:00:00,51806.15,51854.25,51712.65,51752.80,288805,BANK NIFTY
2026-01-05 10:01:00,51752.80,51832.15,51728.40,51824.85,55817,BANK NIFTY
2026-01-05 10:02:00,51824.85,51842.95,51805.60,51825.25,80580,BANK NIFTY
2026-01-05 10:03:00,51825.25,51848.85,51809.05,51824.80,114031,BANK NIFTY
2026-01-05 10:04:00,51824.80,51826.90,51768.00,51784.00,104886,BANK NIFTY
2026-01-05 10:05:00,51784.00,51796.45,51753.45,51776.60,122692,BANK NIFTY
2026-01-05 10:06:00,51776.60,51785.25,51766.70,51783.05,106124,BANK NIFTY
2026-01-05 10:07:00,51783.05,51793.00,51762.30,51778.30,90793,BANK NIFTY
2026-01-05 10:08:00,51778.30,51825.55,51771.30,51772.50,183841,BANK NIFTY
2026-01-05 10:09:00,51772.50,51828.25,51758.45,51788.50,152431,BANK NIFTY
2026-01-05 10:10:00,51788.50,51823.60,51786.60,51797.90,108259,BANK NIFTY
2026-01-05 10:11:00,51797.90,51808.00,51755.55,51780.75,146150,BANK NIFTY
2026-01-05 10:12:00,51780.75,51814.90,51761.10,51808.20,119442,BANK NIFTY
2026-01-05 10:13:00,51808.20,51863.20,51794.95,51839.70,86779,BANK NIFTY
2026-01-05 10:14:00,51839.70,51860.45,51817.70,51845.70,102551,BANK NIFTY
2026-01-05 10:15:00,51845.70,51857.05,51783.95,51818.70,108605,BANK NIFTY
2026-01-05 10:16:00,51818.70,51843.60,51809.65,51829.15,126794,BANK NIFTY
2026-01-05 10:17:00,51829.15,51839.25,51796.70,51811.70,94482,BANK NIFTY
2026-01-05 10:18:00,51811.70,51827.70,51789.70,51820.95,81061,BANK NIFTY
2026-01-05 10:19:00,51820.95,51830.20,51782.35,51798.25,151399,BANK NIFTY
2026-01-05 10:20:00,51798.25,51821.90,51768.20,51773.30,108776,BANK NIFTY
2026-01-05 10:21:00,51773.30,51795.65,51767.00,51791.25,91460,BANK NIFTY
2026-01-05 10:22:00,51791.25,51791.95,51772.50,51785.45,92527,BANK NIFTY
2026-01-05 10:23:00,51785.45,51802.70,51745.95,51761.15,77904,BANK NIFTY
2026-01-05 10:24:00,51761.15,51765.30,51751.55,51762.85,145429,BANK NIFTY
2026-01-05 10:25:00,51762.85,51794.25,51761.05,51792.00,118188,BANK NIFTY
2026-01-05 10:26:00,51792.00,51803.50,51770.90,51776.90,108895,BANK NIFTY
2026-01-05 10:27:00,51776.90,51787.40,51727.25,51740.00,167835,BANK NIFTY
2026-01-05 10:28:00,51740.00,51771.20,51735.00,51736.05,75360,BANK NIFTY
2026-01-05 10:29:00,51736.05,51736.35,51709.30,51719.70,85691,BANK NIFTY
2026-01-05 10:30:00,51719.70,51760.15,51715.05,51750.60,101523,BANK NIFTY
2026-01-05 10:31:00,51750.60,51763.65,51737.50,51746.25,94339,BANK NIFTY
2026-01-05 10:32:00,51746.25,51771.60,51741.10,51742.30,103740,BANK NIFTY
2026-01-05 10:33:00,51742.30,51746.15,51701.85,51715.35,81341,BANK NIFTY
2026-01-05 10:34:00,51715.35,51719.70,51685.75,51705.95,101740,BANK NIFTY
2026-01-05 10:35:00,51705.95,51725.95,51676.00,51703.45,115403,BANK NIFTY
2026-01-05 10:36:00,51703.45,51752.75,51675.60,51714.60,83744,BANK NIFTY
2026-01-05 10:37:00,51714.60,51753.00,51710.50,51732.55,122592,BANK NIFTY
2026-01-05 10:38:00,51732.55,51741.10,51724.75,51738.90,125289,BANK NIFTY
2026-01-05 10:39:00,51738.90,51747.45,51715.60,51736.05,63938,BANK NIFTY
2026-01-05 10:40:00,51736.05,51736.25,51728.00,51730.70,105152,BANK NIFTY
2026-01-05 10:41:00,51730.70,51777.05,51712.20,51750.25,126031,BANK NIFTY
2026-01-05 10:42:00,51750.25,51799.25,51719.00,51732.05,174542,BANK NIFTY
2026-01-05 10:43:00,51732.05,51743.80,51720.60,51727.65,91066,BANK NIFTY
2026-01-05 10:44:00,51727.65,51745.55,51716.75,51719.70,118932,BANK NIFTY
2026-01-05 10:45:00,51719.70,51744.15,51685.40,51714.45,148402,BANK NIFTY
2026-01-05 10:46:00,51714.45,51755.40,51709.95,51754.25,61968,BANK NIFTY
2026-01-05 10:47:00,51754.25,51756.65,51704.70,51713.80,65135,BANK NIFTY
2026-01-05 10:48:00,51713.80,51724.35,51703.80,51706.05,102415,BANK NIFTY
2026-01-05 10:49:00,51706.05,51709.75,51679.35,51700.85,130358,BANK NIFTY
2026-01-05 10:50:00,51700.85,51739.15,51668.80,51697.50,141602,BANK NIFTY
2026-01-05 10:51:00,51697.50,51714.15,51696.45,51698.35,95173,BANK NIFTY
2026-01-05 10:52:00,51698.35,51738.45,51684.75,51722.05,113395,BANK NIFTY
2026-01-05 10:53:00,51722.05,51808.45,51720.80,51775.00,123891,BANK NIFTY
2026-01-05 10:54:00,51775.00,51784.50,51736.60,51756.30,94414,BANK NIFTY
2026-01-05 10:55:00,51756.30,51768.60,51743.40,51759.10,130651,BANK NIFTY
2026-01-05 10:56:00,51759.10,51795.90,51735.65,51740.65,140332,BANK NIFTY
2026-01-05 10:57:00,51740.65,51789.30,51706.25,51784.35,80789,BANK NIFTY
2026-01-05 10:58:00,51784.35,51794.85,51756.15,51765.40,67384,BANK NIFTY
2026-01-05 10:59:00,51765.40,51803.45,51745.40,51757.35,97336,BANK NIFTY
2026-01-05 11:00:00,51757.35,51799.55,51737.70,51754.35,102248,BANK NIFTY
2026-01-05 11:01:00,51754.35,51765.05,51735.70,51736.05,155948,BANK NIFTY
2026-01-05 11:02:00,51736.05,51767.40,51689.05,51693.75,76423,BANK NIFTY
2026-01-05 11:03:00,51693.75,51697.15,51650.00,51671.50,109991,BANK NIFTY
2026-01-05 11:04:00,51671.50,51697.25,51647.85,51666.45,112298,BANK NIFTY
2026-01-05 11:05:00,51666.45,51689.70,51649.05,51669.50,137797,BANK NIFTY
2026-01-05 11:06:00,51669.50,51670.20,51645.05,51656.75,67400,BANK NIFTY
2026-01-05 11:07:00,51656.75,51706.80,51656.65,51695.95,140470,BANK NIFTY
2026-01-05 11:08:00,51695.95,51696.50,51671.50,51675.35,111518,BANK NIFTY
2026-01-05 11:09:00,51675.35,51675.90,51615.60,51626.55,94762,BANK NIFTY
2026-01-05 11:10:00,51626.55,51639.95,51597.40,51636.60,85539,BANK NIFTY
2026-01-05 11:11:00,51636.60,51690.50,51621.05,51671.05,120574,BANK NIFTY
2026-01-05 11:12:00,51671.05,51685.50,51651.70,51677.25,133754,BANK NIFTY
2026-01-05 11:13:00,51677.25,51679.15,51622.95,51631.35,96598,BANK NIFTY
2026-01-05 11:14:00,51631.35,51634.45,51614.00,51623.85,96125,BANK NIFTY
2026-01-05 11:15:00,51623.85,51631.60,51606.10,51625.30,111127,BANK NIFTY
2026-01-05 11:16:00,51625.30,51633.55,51585.80,51593.20,78405,BANK NIFTY
2026-01-05 11:17:00,51593.20,51645.10,51582.35,51622.95,151167,BANK NIFTY
2026-01-05 11:18:00,51622.95,51664.15,51602.60,51657.85,143446,BANK NIFTY
2026-01-05 11:19:00,51657.85,51674.95,51655.85,51670.00,111307,BANK NIFTY
2026-01-05 11:20:00,51670.00,51693.50,51631.75,51668.45,83031,BANK NIFTY
2026-01-05 11:21:00,51668.45,51676.55,51612.90,51631.20,116258,BANK NIFTY
2026-01-05 11:22:00,51631.20,51637.05,51621.60,51626.70,85263,BANK NIFTY
2026-01-05 11:23:00,51626.70,51654.50,51615.70,51651.50,75850,BANK NIFTY
2026-01-05 11:24:00,51651.50,51706.65,51633.05,51678.75,123074,BANK NIFTY
2026-01-05 11:25:00,51678.75,51681.60,51650.80,51668.70,120818,BANK NIFTY
2026-01-05 11:26:00,51668.70,51692.75,51647.60,51665.35,140747,BANK NIFTY
2026-01-05 11:27:00,51665.35,51686.35,51640.00,51642.65,145032,BANK NIFTY
2026-01-05 11:28:00,51642.65,51701.35,51629.65,51671.45,110375,BANK NIFTY
2026-01-05 11:29:00,51671.45,51696.80,51610.10,51648.45,94441,BANK NIFTY
2026-01-05 11:30:00,51648.45,51684.85,51588.80,51595.15,71635,BANK NIFTY
2026-01-05 11:31:00,51595.15,51623.20,51592.15,51618.20,60224,BANK NIFTY
2026-01-05 11:32:00,51618.20,51621.80,51606.70,51609.60,61100,BANK NIFTY
2026-01-05 11:33:00,51609.60,51626.55,51565.50,51598.65,125193,BANK NIFTY
2026-01-05 11:34:00,51598.65,51603.25,51570.05,51600.10,73381,BANK NIFTY
2026-01-05 11:35:00,51600.10,51631.90,51574.60,51608.30,134920,BANK NIFTY
2026-01-05 11:36:00,51608.30,51622.60,51579.05,51600.50,60025,BANK NIFTY
2026-01-05 11:37:00,51600.50,51615.05,51554.10,51580.00,63261,BANK NIFTY
2026-01-05 11:38:00,51580.00,51641.65,51546.65,51610.50,123396,BANK NIFTY
2026-01-05 11:39:00,51610.50,51630.45,51556.20,51577.25,122535,BANK NIFTY
2026-01-05 11:40:00,51577.25,51627.00,51572.95,51618.45,138804,BANK NIFTY
2026-01-05 11:41:00,51618.45,51662.65,51567.20,51585.55,150214,BANK NIFTY
2026-01-05 11:42:00,51585.55,51635.55,51547.30,51603.30,138665,BANK NIFTY
2026-01-05 11:43:00,51603.30,51620.10,51564.85,51618.00,99853,BANK NIFTY
2026-01-05 11:44:00,51618.00,51634.50,51614.65,51629.85,153403,BANK NIFTY
2026-01-05 11:45:00,51629.85,51637.95,51618.75,51633.35,110102,BANK NIFTY
2026-01-05 11:46:00,51633.35,51642.50,51633.10,51634.00,64168,BANK NIFTY
2026-01-05 11:47:00,51634.00,51714.80,51610.85,51677.80,89366,BANK NIFTY
2026-01-05 11:48:00,51677.80,51697.50,51669.35,51684.85,166774,BANK NIFTY
2026-01-05 11:49:00,51684.85,51704.10,51675.85,51696.15,76007,BANK NIFTY
2026-01-05 11:50:00,51696.15,51706.10,51683.35,51700.35,116101,BANK NIFTY
2026-01-05 11:51:00,51700.35,51706.30,51645.40,51666.10,87258,BANK NIFTY
2026-01-05 11:52:00,51666.10,51683.20,51645.10,51660.90,103153,BANK NIFTY
2026-01-05 11:53:00,51660.90,51676.35,51641.45,51673.30,111131,BANK NIFTY
2026-01-05 11:54:00,51673.30,51696.85,51652.45,51658.45,74413,BANK NIFTY
2026-01-05 11:55:00,51658.45,51709.00,51647.35,51701.10,114564,BANK NIFTY
2026-01-05 11:56:00,51701.10,51716.30,51663.65,51681.60,72286,BANK NIFTY
2026-01-05 11:57:00,51681.60,51717.35,51657.50,51695.55,120667,BANK NIFTY
2026-01-05 11:58:00,51695.55,51718.15,51676.30,51692.60,140134,BANK NIFTY
2026-01-05 11:59:00,51692.60,51713.55,51662.40,51679.85,129681,BANK NIFTY
2026-01-05 12:00:00,51679.85,51708.25,51671.40,51687.80,123088,BANK NIFTY
2026-01-05 12:01:00,51687.80,51701.55,51674.05,51684.95,152451,BANK NIFTY
2026-01-05 12:02:00,51684.95,51740.45,51665.45,51724.95,131455,BANK NIFTY
2026-01-05 12:03:00,51724.95,51735.35,51721.55,51729.05,84417,BANK NIFTY
2026-01-05 12:04:00,51729.05,51749.45,51687.85,51727.05,121520,BANK NIFTY
2026-01-05 12:05:00,51727.05,51756.20,51721.00,51750.10,102785,BANK NIFTY
2026-01-05 12:06:00,51750.10,51780.10,51737.65,51747.50,125025,BANK NIFTY
2026-01-05 12:07:00,51747.50,51756.45,51733.30,51738.40,79787,BANK NIFTY
2026-01-05 12:08:00,51738.40,51756.05,51694.70,51704.85,130046,BANK NIFTY
2026-01-05 12:09:00,51704.85,51709.80,51695.70,51702.50,83035,BANK NIFTY
2026-01-05 12:10:00,51702.50,51734.95,51641.20,51653.45,79284,BANK NIFTY
2026-01-05 12:11:00,51653.45,51656.90,51649.70,51655.25,156133,BANK NIFTY
2026-01-05 12:12:00,51655.25,51672.05,51622.50,51640.40,121712,BANK NIFTY
2026-01-05 12:13:00,51640.40,51674.05,51638.60,51640.40,168346,BANK NIFTY
2026-01-05 12:14:00,51640.40,51670.45,51612.00,51653.65,111127,BANK NIFTY
2026-01-05 12:15:00,51653.65,51670.20,51641.30,51653.20,156889,BANK NIFTY
2026-01-05 12:16:00,51653.20,51700.25,51648.90,51686.90,111030,BANK NIFTY
2026-01-05 12:17:00,51686.90,51706.00,51641.20,51672.15,145255,BANK NIFTY
2026-01-05 12:18:00,51672.15,51695.55,51657.00,51679.20,71784,BANK NIFTY
2026-01-05 12:19:00,51679.20,51684.80,51643.60,51649.85,70149,BANK NIFTY
2026-01-05 12:20:00,51649.85,51718.70,51640.90,51705.85,85400,BANK NIFTY
2026-01-05 12:21:00,51705.85,51719.15,51685.15,51688.90,105101,BANK NIFTY
2026-01-05 12:22:00,51688.90,51718.10,51688.25,51706.15,106714,BANK NIFTY
2026-01-05 12:23:00,51706.15,51738.95,51697.95,51728.00,79776,BANK NIFTY
2026-01-05 12:24:00,51728.00,51743.35,51716.70,51735.15,92818,BANK NIFTY
2026-01-05 12:25:00,51735.15,51766.85,51733.30,51733.40,105328,BANK NIFTY
2026-01-05 12:26:00,51733.40,51757.45,51713.10,51743.75,133558,BANK NIFTY
2026-01-05 12:27:00,51743.75,51749.80,51714.60,51729.15,86117,BANK NIFTY
2026-01-05 12:28:00,51729.15,51751.15,51707.65,51709.25,83422,BANK NIFTY
2026-01-05 12:29:00,51709.25,51713.05,51677.70,51682.10,116764,BANK NIFTY
2026-01-05 12:30:00,51682.10,51712.10,51674.65,51711.15,70487,BANK NIFTY
2026-01-05 12:31:00,51711.15,51762.40,51703.35,51757.85,138186,BANK NIFTY
2026-01-05 12:32:00,51757.85,51769.05,51738.10,51763.65,113956,BANK NIFTY
2026-01-05 12:33:00,51763.65,51770.75,51742.10,51747.45,87298,BANK NIFTY
2026-01-05 12:34:00,51747.45,51788.10,51723.80,51773.60,81938,BANK NIFTY
2026-01-05 12:35:00,51773.60,51785.55,51756.95,51785.20,141319,BANK NIFTY
2026-01-05 12:36:00,51785.20,51790.10,51779.40,51782.80,128885,BANK NIFTY
2026-01-05 12:37:00,51782.80,51785.70,51747.25,51751.65,135840,BANK NIFTY
2026-01-05 12:38:00,51751.65,51754.85,51719.05,51741.10,144898,BANK NIFTY
2026-01-05 12:39:00,51741.10,51777.05,51737.25,51767.15,110209,BANK NIFTY
2026-01-05 12:40:00,51767.15,51790.95,51738.75,51790.40,118686,BANK NIFTY
2026-01-05 12:41:00,51790.40,51817.40,51776.30,51810.65,127946,BANK NIFTY
2026-01-05 12:42:00,51810.65,51819.75,51779.00,51802.80,72589,BANK NIFTY
2026-01-05 12:43:00,51802.80,51808.30,51776.65,51806.20,151503,BANK NIFTY
2026-01-05 12:44:00,51806.20,51822.75,51790.10,51820.35,103971,BANK NIFTY
2026-01-05 12:45:00,51820.35,51833.05,51764.90,51781.10,95778,BANK NIFTY
2026-01-05 12:46:00,51781.10,51804.75,51755.90,51802.70,107635,BANK NIFTY
2026-01-05 12:47:00,51802.70,51806.20,51791.00,51795.55,98560,BANK NIFTY
2026-01-05 12:48:00,51795.55,51806.15,51764.60,51789.20,82606,BANK NIFTY
2026-01-05 12:49:00,51789.20,51828.30,51752.15,51807.15,96810,BANK NIFTY
2026-01-05 12:50:00,51807.15,51832.10,51771.50,51794.85,94094,BANK NIFTY
2026-01-05 12:51:00,51794.85,51805.00,51760.85,51764.95,72124,BANK NIFTY
2026-01-05 12:52:00,51764.95,51794.25,51736.05,51755.25,172653,BANK NIFTY
2026-01-05 12:53:00,51755.25,51781.50,51744.20,51771.10,172109,BANK NIFTY
2026-01-05 12:54:00,51771.10,51814.65,51768.95,51781.95,99542,BANK NIFTY
2026-01-05 12:55:00,51781.95,51782.40,51764.10,51778.85,135582,BANK NIFTY
2026-01-05 12:56:00,51778.85,51803.35,51775.30,51785.15,121443,BANK NIFTY
2026-01-05 12:57:00,51785.15,51801.40,51783.85,51787.80,118058,BANK NIFTY
2026-01-05 12:58:00,51787.80,51792.50,51776.05,51789.90,101519,BANK NIFTY
2026-01-05 12:59:00,51789.90,51827.95,51763.75,51826.35,134691,BANK NIFTY
2026-01-05 13:00:00,51826.35,51827.75,51795.65,51803.80,144115,BANK NIFTY
2026-01-05 13:01:00,51803.80,51812.55,51783.20,51785.20,114369,BANK NIFTY
2026-01-05 13:02:00,51785.20,51808.65,51761.15,51762.85,97415,BANK NIFTY
2026-01-05 13:03:00,51762.85,51770.65,51750.30,51754.25,95801,BANK NIFTY
2026-01-05 13:04:00,51754.25,51790.00,51741.00,51758.45,116637,BANK NIFTY
2026-01-05 13:05:00,51758.45,51770.75,51747.60,51761.05,137214,BANK NIFTY
2026-01-05 13:06:00,51761.05,51786.70,51752.75,51775.15,109677,BANK NIFTY
2026-01-05 13:07:00,51775.15,51800.70,51736.40,51786.40,138600,BANK NIFTY
2026-01-05 13:08:00,51786.40,51810.20,51786.30,51807.65,91310,BANK NIFTY
2026-01-05 13:09:00,51807.65,51899.65,51796.65,51846.10,154178,BANK NIFTY
2026-01-05 13:10:00,51846.10,51852.05,51837.55,51842.30,86309,BANK NIFTY
2026-01-05 13:11:00,51842.30,51847.25,51841.85,51845.70,110602,BANK NIFTY
2026-01-05 13:12:00,51845.70,51853.10,51810.95,51832.45,133818,BANK NIFTY
2026-01-05 13:13:00,51832.45,51851.40,51804.65,51824.05,122178,BANK NIFTY
2026-01-05 13:14:00,51824.05,51838.50,51788.55,51816.65,63740,BANK NIFTY
2026-01-05 13:15:00,51816.65,51838.10,51798.55,51831.10,110867,BANK NIFTY
2026-01-05 13:16:00,51831.10,51848.95,51823.60,51844.60,105421,BANK NIFTY
2026-01-05 13:17:00,51844.60,51888.05,51835.15,51855.45,167326,BANK NIFTY
2026-01-05 13:18:00,51855.45,51901.50,51841.40,51876.65,62319,BANK NIFTY
2026-01-05 13:19:00,51876.65,51882.60,51810.65,51838.60,164871,BANK NIFTY
2026-01-05 13:20:00,51838.60,51840.20,51801.45,51802.40,61977,BANK NIFTY
2026-01-05 13:21:00,51802.40,51874.80,51797.05,51825.70,99803,BANK NIFTY
2026-01-05 13:22:00,51825.70,51842.00,51822.05,51837.40,75828,BANK NIFTY
2026-01-05 13:23:00,51837.40,51856.85,51828.95,51855.15,56016,BANK NIFTY
2026-01-05 13:24:00,51855.15,51880.80,51855.00,51855.35,75971,BANK NIFTY
2026-01-05 13:25:00,51855.35,51892.90,51808.50,51838.30,151448,BANK NIFTY
2026-01-05 13:26:00,51838.30,51868.60,51791.55,51807.15,64104,BANK NIFTY
2026-01-05 13:27:00,51807.15,51855.80,51782.85,51837.95,68617,BANK NIFTY
2026-01-05 13:28:00,51837.95,51867.20,51814.75,51849.50,71182,BANK NIFTY
2026-01-05 13:29:00,51849.50,51862.05,51776.90,51799.65,142344,BANK NIFTY
2026-01-05 13:30:00,51799.65,51826.20,51761.75,51778.20,106729,BANK NIFTY
2026-01-05 13:31:00,51778.20,51803.95,51757.90,51769.85,186443,BANK NIFTY
2026-01-05 13:32:00,51769.85,51820.45,51665.10,51725.25,228053,BANK NIFTY
2026-01-05 13:33:00,51725.25,51740.90,51632.70,51734.30,131800,BANK NIFTY
2026-01-05 13:34:00,51734.30,51851.70,51718.70,51814.15,256688,BANK NIFTY
2026-01-05 13:35:00,51814.15,51852.40,51775.40,51824.45,220528,BANK NIFTY
2026-01-05 13:36:00,51824.45,51890.00,51770.25,51798.00,137328,BANK NIFTY
2026-01-05 13:37:00,51798.00,51851.20,51789.60,51824.75,234532,BANK NIFTY
2026-01-05 13:38:00,51824.75,51945.55,51809.10,51892.70,190422,BANK NIFTY
2026-01-05 13:39:00,51892.70,51923.45,51863.00,51915.60,159540,BANK NIFTY
2026-01-05 13:40:00,51915.60,51988.30,51900.40,51977.30,179960,BANK NIFTY
2026-01-05 13:41:00,51977.30,52039.40,51970.65,52013.00,186318,BANK NIFTY
2026-01-05 13:42:00,52013.00,52066.55,51989.70,52039.20,137648,BANK NIFTY
2026-01-05 13:43:00,52039.20,52077.60,51985.85,52004.65,217402,BANK NIFTY
2026-01-05 13:44:00,52004.65,52007.30,51992.40,52002.20,244745,BANK NIFTY
2026-01-05 13:45:00,52002.20,52116.40,51991.80,52038.25,329673,BANK NIFTY
2026-01-05 13:46:00,52038.25,52040.15,51930.10,51955.00,185232,BANK NIFTY
2026-01-05 13:47:00,51955.00,52004.05,51940.35,51954.80,168748,BANK NIFTY
2026-01-05 13:48:00,51954.80,51978.65,51857.55,51861.60,223618,BANK NIFTY
2026-01-05 13:49:00,51861.60,51881.65,51772.70,51785.50,158029,BANK NIFTY
2026-01-05 13:50:00,51785.50,51810.35,51731.15,51738.20,196370,BANK NIFTY
2026-01-05 13:51:00,51738.20,51819.80,51705.00,51805.25,188077,BANK NIFTY
2026-01-05 13:52:00,51805.25,51816.95,51709.60,51739.85,165475,BANK NIFTY
2026-01-05 13:53:00,51739.85,51812.15,51713.65,51789.70,181152,BANK NIFTY
2026-01-05 13:54:00,51789.70,51792.90,51691.80,51771.20,130867,BANK NIFTY
2026-01-05 13:55:00,51771.20,51825.50,51697.85,51704.50,140265,BANK NIFTY
2026-01-05 13:56:00,51704.50,51719.15,51621.45,51710.80,225060,BANK NIFTY
2026-01-05 13:57:00,51710.80,51772.65,51703.15,51731.55,234515,BANK NIFTY
2026-01-05 13:58:00,51731.55,51760.30,51720.80,51753.30,259739,BANK NIFTY
2026-01-05 13:59:00,51753.30,51835.15,51717.10,51755.55,250296,BANK NIFTY
2026-01-05 14:00:00,51755.55,51866.60,51716.65,51818.40,233781,BANK NIFTY
2026-01-05 14:01:00,51818.40,51859.10,51733.15,51834.25,248042,BANK NIFTY
2026-01-05 14:02:00,51834.25,51846.05,51828.25,51845.35,244566,BANK NIFTY
2026-01-05 14:03:00,51845.35,51866.15,51814.65,51860.05,189706,BANK NIFTY
2026-01-05 14:04:00,51860.05,51873.55,51808.05,51842.60,256963,BANK NIFTY
2026-01-05 14:05:00,51842.60,51849.30,51783.25,51790.25,198011,BANK NIFTY
2026-01-05 14:06:00,51790.25,51869.65,51760.45,51811.70,157079,BANK NIFTY
2026-01-05 14:07:00,51811.70,51814.05,51778.05,51808.05,168245,BANK NIFTY
2026-01-05 14:08:00,51808.05,51887.25,51808.00,51881.55,269513,BANK NIFTY
2026-01-05 14:09:00,51881.55,51934.15,51839.95,51913.35,230347,BANK NIFTY
2026-01-05 14:10:00,51913.35,51931.70,51875.00,51882.55,227109,BANK NIFTY
2026-01-05 14:11:00,51882.55,51895.60,51821.20,51855.00,149965,BANK NIFTY
2026-01-05 14:12:00,51855.00,51907.05,51831.40,51888.75,279970,BANK NIFTY
2026-01-05 14:13:00,51888.75,51889.55,51800.60,51826.40,190488,BANK NIFTY
2026-01-05 14:14:00,51826.40,51836.90,51748.80,51784.10,264375,BANK NIFTY
2026-01-05 14:15:00,51784.10,51836.20,51746.40,51832.35,149941,BANK NIFTY
2026-01-05 14:16:00,51832.35,51982.95,51825.75,51924.70,204899,BANK NIFTY
2026-01-05 14:17:00,51924.70,52062.60,51923.85,52003.60,277571,BANK NIFTY
2026-01-05 14:18:00,52003.60,52023.75,51939.60,51986.55,243665,BANK NIFTY
2026-01-05 14:19:00,51986.55,52030.35,51983.55,51997.10,287474,BANK NIFTY
2026-01-05 14:20:00,51997.10,52003.25,51944.90,51953.80,160005,BANK NIFTY
2026-01-05 14:21:00,51953.80,51991.80,51936.00,51975.65,207022,BANK NIFTY
2026-01-05 14:22:00,51975.65,51980.80,51943.25,51945.45,316387,BANK NIFTY
2026-01-05 14:23:00,51945.45,51977.15,51925.35,51929.40,264571,BANK NIFTY
2026-01-05 14:24:00,51929.40,51971.35,51926.75,51953.30,190161,BANK NIFTY
